RowID,Date Marked Complete,UDOT Region,Person Working Title,UDOT Unit,Construction Site Stormwater Runoff Control,Long-Term Stormwater Management,Pollution Prevention and Good Housekeeping,Stormwater Pollution Prevention and IDDE,Progress,Stormwater Pollution Prevention and IDDE-,Long-Term Stormwater Management-,Pollution Prevention and Good Housekeeping-,Construction Site Stormwater Runoff Control-
3829680,07/23/2018 12:00:00 AM,Region 3,Resident Engineer,3751 - R3 East Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3675618,07/02/2018 12:00:00 AM,Region 3,Utility Leader,3211 - R3 Utilities Coordinator,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4419171,07/02/2018 12:00:00 AM,Complex,Incident Management Specialist,8391 - imt administration,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2886138,07/03/2018 12:00:00 AM,Complex,Program Specialist II,8293 - Programng/Public Transit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3149280,07/02/2018 12:00:00 AM,Region 1,Station Supervisor,1426 - Morgan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3194721,07/02/2018 12:00:00 AM,Region 2,Engineering Tech IV - Lead Level Inspection,2756 - R2 Crew 6,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3800520,08/01/2018 12:00:00 AM,Region 4,Transportation Technician I,4486 - P Sign/Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5486616,07/19/2018 12:00:00 AM,Region 2,Region Right Of Way Control Coordinator,2159 - Permits / Encro,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3998241,07/02/2018 12:00:00 AM,Region 3,Station Supervisor,3423 - Lehi,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5692572,07/05/2018 12:00:00 AM,Region 4,Transportation Technician I,4460 - Colton,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4934655,07/19/2018 12:00:00 AM,Complex,Program Manager,8152 - POE Business Systems,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
4114179,07/30/2018 12:00:00 AM,Region 4,Construction Materials Lab Technician,4766 - R4 Crew 6,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5657580,07/09/2018 12:00:00 AM,Region 4,Transportation Technician I,4483 - Delta,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5517018,07/11/2018 12:00:00 AM,Region 4,Transportation Technician II,4456 - Huntington,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4389201,06/29/2018 12:00:00 AM,Complex,Program Manager,8226 - ROW Utilities/Permits,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
3142476,07/02/2018 12:00:00 AM,Region 4,Transportation Technician III - Special Crew,4486 - P Sign/Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4314897,07/19/2018 12:00:00 AM,Region 1,District Permits Officer II,1155 - R1 Operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3319272,07/03/2018 12:00:00 AM,Region 2,Station Supervisor,2423 - Tooele,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2955123,07/25/2018 12:00:00 AM,Region 1,Region  Traffic Engineer,1155 - R1 Operations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3939975,07/02/2018 12:00:00 AM,Region 4,Transportation Technician II,4462 - Gunnison,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5708826,08/09/2018 12:00:00 AM,Region 3,Transportation Technician I,3427 - R3 Orem,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3268728,07/03/2018 12:00:00 AM,Complex,Udot Air Quality Program Coordinator,8291 - Planning,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5379669,07/23/2018 12:00:00 AM,Region 4,Transportation Technician II,4480 - Milford,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3103569,07/03/2018 12:00:00 AM,Region 3,District Permits Officer II,3411 - R3 Maint Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3997053,07/25/2018 12:00:00 AM,Complex,Director Of Program Development,8290 - Prog Dev Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5324697,07/09/2018 12:00:00 AM,Region 4,Transportation Technician II,4485 - R Sign/Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4321377,07/09/2018 12:00:00 AM,Complex,Motor Carrier Facilities Manager,8140 - POE Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5210919,07/03/2018 12:00:00 AM,Region 1,District Permits Officer II,1155 - R1 Operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5619753,07/19/2018 12:00:00 AM,Region 2,Region Communications Manager,2100 - R2 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5629527,07/03/2018 12:00:00 AM,Region 2,Transportation Technician I,2435 - Silver Summit,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5782968,07/24/2018 12:00:00 AM,Region 2,Transportation Technician I,2421 - Wendover,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4718844,07/02/2018 12:00:00 AM,Complex,Equipment Shop Supervisor,8755 - Central Serv Sta,0,0,1,1,0.25,Successful,Not Assigned,Successful,Not Assigned
3631149,08/28/2018 12:00:00 AM,Region 2,District Permits Officer I,2159 - Permits / Encro,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4294188,07/10/2018 12:00:00 AM,Region 4,Station Supervisor,4487 - C Sign/Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2909628,07/02/2018 12:00:00 AM,Region 3,Station Supervisor,3424 - Santaquin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3659040,06/29/2018 12:00:00 AM,Complex,Engineer III,8291 - Planning,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3023892,07/03/2018 12:00:00 AM,Region 1,Resident Engineer,1751 - South Willard,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5600853,07/26/2018 12:00:00 AM,Region 1,Transportation Technician II,1436 - Logan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5451840,07/08/2018 12:00:00 AM,Complex,Port Of Entry Agent III,8142 - POE Perry,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4585599,09/07/2018 12:00:00 AM,Region 2,District Permits Officer II,2159 - Permits / Encro,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4633632,07/31/2018 12:00:00 AM,Region 4,Transportation Technician III,4473 - Purgatory,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2935440,07/09/2018 12:00:00 AM,Region 2,Udot Region 2 Deputy Director,2100 - R2 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5311872,07/12/2018 12:00:00 AM,Region 4,Transportation Technician II,4455 - Green River,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5315085,07/10/2018 12:00:00 AM,Region 4,Transportation Technician II,4454 - Thompson,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4861701,07/19/2018 12:00:00 AM,Region 2,Station Supervisor,2430 - Salt Lake City Central,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5136075,07/05/2018 12:00:00 AM,Complex,Program Specialist I,8381 - tmd administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4168098,08/14/2018 12:00:00 AM,Complex,Journey Auto Worker,8754 - Central Weld/Fab Shop,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4676562,07/05/2018 12:00:00 AM,Region 4,Transportation Technician II,4478 - Parowan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4606632,07/16/2018 12:00:00 AM,Region 2,Transportation Technician III,2424 - Salt Lake City West,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5344434,07/06/2018 12:00:00 AM,Complex,Financial Manager I,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4255281,07/03/2018 12:00:00 AM,Region 1,Transportation Technician I,1425 - Huntsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3504546,07/02/2018 12:00:00 AM,Region 4,Engineering Tech IV - Lead Level Inspection,4763 - R4 Crew 3,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5624775,07/05/2018 12:00:00 AM,Complex,Port Of Entry Agent III,8143 - POE Wendover,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3922884,07/02/2018 12:00:00 AM,Region 3,Station Supervisor,3425 - Provo Canyon,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4298913,07/02/2018 12:00:00 AM,Region 4,Maintenance Area Supervisor,4411 - Maintenance Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3598074,07/05/2018 12:00:00 AM,Complex,Financial Analyst III,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2903418,08/14/2018 12:00:00 AM,Region 3,Station Supervisor,3426 - Spanish Fork,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4656069,07/20/2018 12:00:00 AM,Region 2,Engineer III,2759 - R2 Crew 9,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5318433,08/02/2018 12:00:00 AM,Region 4,Transportation Technician II,4464 - Richfield,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5729562,08/09/2018 12:00:00 AM,Region 4,Transportation Technician I,4477 - Cedar Mountain,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5277933,07/23/2018 12:00:00 AM,Region 4,Transportation Technician II,4466 - Loa,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5705721,07/20/2018 12:00:00 AM,Region 2,Transportation Technician I,2431 - West Jordan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5464152,07/11/2018 12:00:00 AM,Complex,Port Of Entry Agent II,8144 - POE Echo,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3889296,07/02/2018 12:00:00 AM,Region 4,Transportation Technician III - Inspection,4457 - Emery,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4428999,07/03/2018 12:00:00 AM,Region 3,Transportation Technician II,3421 - Eureka,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4683312,07/16/2018 12:00:00 AM,Region 2,Transportation Technician III,2759 - R2 Crew 9,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3023946,07/11/2018 12:00:00 AM,Region 2,Construction Transportation Technician III,2756 - R2 Crew 6,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4775382,07/10/2018 12:00:00 AM,Complex,Port Of Entry Inspector,8145 - POE St George,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4665033,07/30/2018 12:00:00 AM,Region 1,Construction Transportation Technician III,1754 - Ogden,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5388309,07/05/2018 12:00:00 AM,Complex,Journey Auto Worker,8752 - Central Truck Shop,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4442796,07/05/2018 12:00:00 AM,Complex,Port Of Entry Agent III,8142 - POE Perry,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5291028,07/02/2018 12:00:00 AM,Region 4,Facilities Coordinator II,4488 - R4 Buildings/Grounds,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
3642489,07/20/2018 12:00:00 AM,Complex,Port Of Entry Agent III,8145 - POE St George,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3129624,07/19/2018 12:00:00 AM,Region 4,Contract/Grant Analyst II,4411 - Maintenance Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2967678,09/05/2018 12:00:00 AM,Region 4,Maintenance Station Lead,4473 - Purgatory,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
5454351,07/08/2018 12:00:00 AM,Complex,Port Of Entry Inspector,8143 - POE Wendover,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4559733,07/03/2018 12:00:00 AM,Region 2,Construction Materials Lab Technician,2758 - R2 Crew 8,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4059720,08/06/2018 12:00:00 AM,Region 2,Avalanche Safety Canyon Supervisor,2449 - Avalanche Forecasting,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2917215,07/30/2018 12:00:00 AM,Complex,Equipment Shop Supervisor,8752 - Central Truck Shop,0,0,1,1,0.25,Successful,Not Assigned,Successful,Not Assigned
3669381,08/20/2018 12:00:00 AM,Complex,Journey Auto Worker,8731 - Region 3 Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3194370,07/02/2018 12:00:00 AM,Region 2,Materials Engineering Assistant,2266 - R2 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5409963,07/02/2018 12:00:00 AM,Region 2,Engineer II,2157 - Traffic Sec,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4539483,07/09/2018 12:00:00 AM,Complex,Senior Research Analyst,8292 - Planning Statistics/Data,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5716197,07/03/2018 12:00:00 AM,Region 3,Transportation Technician I,3434 - Duchesne,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5053536,08/09/2018 12:00:00 AM,Complex,Aircraft Mechanic,8945 - Aero Airplane Operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3816234,07/09/2018 12:00:00 AM,Complex,Statewide Pavement Engineer,8271 - Central Matl Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4926690,07/10/2018 12:00:00 AM,Complex,Automotive Service Worker II,8755 - Central Serv Sta,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5294943,07/03/2018 12:00:00 AM,Region 4,Transportation Technician III - Inspection,4479 - Beaver,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4676940,07/02/2018 12:00:00 AM,Region 2,Materials Engineering Assistant,2266 - R2 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4917213,07/18/2018 12:00:00 AM,Region 3,Materials Lab Technician III,3266 - R3 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5779701,07/09/2018 12:00:00 AM,Region 2,Senior Roadway Design Engineer,2208 - Design Team 2,1,1,0,1,0.375,Successful,Successful,Not Assigned,Successful
5745870,07/02/2018 12:00:00 AM,Region 4,Transportation Technician I,4457 - Emery,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5599422,07/03/2018 12:00:00 AM,Region 1,Transportation Technician III,1425 - Huntsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5304582,07/03/2018 12:00:00 AM,Complex,Motor Carrier Specialist II,8377 - Railroad Operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5455809,07/03/2018 12:00:00 AM,Region 1,Transportation Technician III,1424 - Clearfield,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4153680,08/01/2018 12:00:00 AM,Region 3,Transportation Technician III,3428 - R3 Saratoga Springs,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5474925,08/22/2018 12:00:00 AM,Region 1,Transportation Technician II,1443 - Paint & Signs,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3837780,07/02/2018 12:00:00 AM,Region 2,Udot District Engineer,2100 - R2 Administration,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4203360,07/31/2018 12:00:00 AM,Region 4,Udot Safety/Loss Control Coordinator,4155 - R4 Operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2951856,07/13/2018 12:00:00 AM,Region 1,Region Director,1100 - R1 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5665248,07/30/2018 12:00:00 AM,Region 4,Roadway Design Engineer,4208 - Design Crew 2,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4066821,07/18/2018 12:00:00 AM,Complex,Lead Incident Management,8391 - imt administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3612870,07/03/2018 12:00:00 AM,Complex,Motor Carrier Investigator,8160 - Motor Carriers,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3253068,07/03/2018 12:00:00 AM,Region 4,Maintenance Station Lead,4483 - Delta,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
4668003,07/06/2018 12:00:00 AM,Complex,Financial Analyst III,8293 - Programng/Public Transit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5527953,07/05/2018 12:00:00 AM,Region 4,District Permits Officer II,4155 - R4 Operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5635548,07/02/2018 12:00:00 AM,Region 1,Transportation Technician I,1431 - Snowville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4813020,07/03/2018 12:00:00 AM,Region 1,Utility Leader,1211 - R1 Utilities/Railroad,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3828546,07/03/2018 12:00:00 AM,Region 4,Station Supervisor,4482 - Meadow,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3007908,07/03/2018 12:00:00 AM,Complex,Deputy Director - Udot,8111 - Support Services,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5779080,07/15/2018 12:00:00 AM,Region 3,Transportation Technician I,3443 - Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3683151,07/03/2018 12:00:00 AM,Region 3,Station Supervisor,3434 - Duchesne,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5119929,07/05/2018 12:00:00 AM,Region 2,Transportation Technician III,2433 - Cottonwood,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5548122,07/03/2018 12:00:00 AM,Complex,Risk Program Manager,8112 - Risk Management,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5446278,07/02/2018 12:00:00 AM,Complex,Program Manager,8133 - Community Relations,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
5637627,07/03/2018 12:00:00 AM,Complex,Electronic Technical Specialist II,8382 - tmd system maintenance,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5082048,07/30/2018 12:00:00 AM,Complex,Financial Analyst II,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4757589,07/05/2018 12:00:00 AM,Complex,Accounting Technician III,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2941731,08/06/2018 12:00:00 AM,Complex,Business Analyst Supervisor,8205 - Contract Construction,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4259898,07/12/2018 12:00:00 AM,Region 1,Region Trainer,1411 - Region 1 Maint Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4301613,07/17/2018 12:00:00 AM,Complex,Region Planning Manager,8218 - transit and planning,0,0,0,0,0,Not Assigned,Not Assigned,Not Assigned,Not Assigned
5738094,07/06/2018 12:00:00 AM,Region 2,Region Financial Manager I,2100 - R2 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5532786,06/29/2018 12:00:00 AM,Region 4,Assistant Region Traffic Engineer,4155 - R4 Operations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5676318,07/09/2018 12:00:00 AM,Complex,Office Specialist II,8731 - Region 3 Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5531976,07/11/2018 12:00:00 AM,Region 4,Field Engineer,4763 - R4 Crew 3,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5291163,08/20/2018 12:00:00 AM,Complex,Strategic Communications Manager,8133 - Community Relations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3149118,07/25/2018 12:00:00 AM,Region 3,Region Financial Manager I,3100 - R3 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4223961,07/17/2018 12:00:00 AM,Region 3,Station Supervisor,3433 - Tabiona,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3667437,07/05/2018 12:00:00 AM,Region 3,Engineering Manager II,3250 - R3 Project Management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3112830,07/03/2018 12:00:00 AM,Region 1,Region Financial Manager I,1100 - R1 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5624991,08/01/2018 12:00:00 AM,Region 4,Region Financial Manager I,4100 - R4 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5384556,07/30/2018 12:00:00 AM,Region 3,Transportation Technician II,3437 - Vernal,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5607522,08/22/2018 12:00:00 AM,Region 3,Transportation Technician II,3422 - Nephi,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5538564,07/03/2018 12:00:00 AM,Region 3,Transportation Technician II,3424 - Santaquin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5555709,07/02/2018 12:00:00 AM,Region 3,Transportation Technician II,3425 - Provo Canyon,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5625666,07/24/2018 12:00:00 AM,Region 3,Transportation Technician II,3437 - Vernal,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5532057,07/02/2018 12:00:00 AM,Region 3,Transportation Technician II,3433 - Tabiona,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5601555,07/21/2018 12:00:00 AM,Region 3,Transportation Technician II,3433 - Tabiona,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5598693,07/17/2018 12:00:00 AM,Region 3,Transportation Technician II,3423 - Lehi,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3070008,,Region 2,Office Specialist I (Job Share),2100 - R2 Administration,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
2862108,,Complex,Engineering Manager II,8245 - Project Management,1,0.5,0.5,0.5,0.3125,Incomplete,Incomplete,Incomplete,Successful
5601285,,Complex,Accounting Technician III,8721 - Region 2 Shops,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
2906091,09/25/2018 12:00:00 AM,Complex,Executive Secretary,8281 - Central Precon Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5349834,,Complex,Incident Management Specialist,8391 - imt administration,0.5,0,0,1,0.1875,Successful,Not Assigned,Not Assigned,Incomplete
2843451,09/17/2018 12:00:00 AM,Complex,Incident Management Specialist,8391 - imt administration,1,0,0,0.5,0.1875,Incomplete,Not Assigned,Not Assigned,Successful
3899178,07/30/2018 12:00:00 AM,Region 1,Project/Asset Manager,1250 - Project Manager,1,1,1,0.5,0.4375,Incomplete,Successful,Successful,Successful
3398598,07/02/2018 12:00:00 AM,Complex,Engineering Manager II,8205 - Contract Construction,1,0.5,1,1,0.4375,Successful,Incomplete,Successful,Successful
5203008,,Complex,Motor Carrier Specialist III,8141 - POE Headquarters,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
5032125,,Complex,Engineering Manager I,8384 - tmd signal operations,0.5,1,0.5,0.5,0.3125,Incomplete,Successful,Incomplete,Incomplete
3299211,,Region 3,Engineer II,3250 - R3 Project Management,1,0.5,0.5,0.5,0.3125,Incomplete,Incomplete,Incomplete,Successful
3994353,,Complex,Engineering Manager II,8282 - Standards & Design,0.5,1,0.5,0.5,0.3125,Incomplete,Successful,Incomplete,Incomplete
2781108,07/23/2018 12:00:00 AM,Region 2,Avalanche Safety Canyon Supervisor,2449 - Avalanche Forecasting,1,0.5,1,0.5,0.375,Incomplete,Incomplete,Successful,Successful
5601852,09/24/2018 12:00:00 AM,Region 2,Transportation Technician I,2427 - Draper,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3101139,09/27/2018 12:00:00 AM,Region 1,Transportation Technician III,1436 - Logan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5609466,09/20/2018 12:00:00 AM,Region 3,Transportation Technician II,3426 - Spanish Fork,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2980098,10/02/2018 12:00:00 AM,Complex,Right Of Way Agent III,8223 - ROW Team 2,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3142179,,Complex,Business Analyst Supervisor,8211 - Business Information Technologies,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
2927691,08/13/2018 12:00:00 AM,Region 1,Engineering Tech IV - Lead Level Inspection,1754 - Ogden,1,0.5,1,0.5,0.375,Incomplete,Incomplete,Successful,Successful
5031018,07/03/2018 12:00:00 AM,Complex,Program Manager,8381 - tmd administration,0,1,1,0.5,0.3125,Incomplete,Successful,Successful,Not Assigned
4919670,,Region 2,Electronic Technical Specialist II,2161 - Reg 2 Signals,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
5328369,09/20/2018 12:00:00 AM,Complex,Lead Auto Mechanic,8721 - Region 2 Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3075138,07/17/2018 12:00:00 AM,Complex,Engineering Manager I,8261 - Structures Administration,1,1,1,0.5,0.4375,Incomplete,Successful,Successful,Successful
4924962,,Complex,Program Coordinator,8225 - ROW Engineering,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
5188536,07/31/2018 12:00:00 AM,Region 3,Transportation Technician III,3427 - R3 Orem,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4207140,07/18/2018 12:00:00 AM,Complex,Incident Management Specialist,8391 - imt administration,1,0,0,0.5,0.1875,Incomplete,Not Assigned,Not Assigned,Successful
3715794,,Complex,Director,8208 - investment,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
3481434,,Complex,Engineering Manager II,8381 - tmd administration,0.5,0.5,0.5,0.5,0.25,Incomplete,Incomplete,Incomplete,Incomplete
4542831,,Complex,Program Specialist I,8281 - Central Precon Admin,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
3867723,,Complex,Office Specialist II,8225 - ROW Engineering,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
3287466,07/03/2018 12:00:00 AM,Complex,Safety Specialist,8376 - Traffic Operations,1,0.5,1,1,0.4375,Successful,Incomplete,Successful,Successful
3294054,08/01/2018 12:00:00 AM,Complex,Engineering Manager I,8261 - Structures Administration,1,0.5,1,0.5,0.375,Incomplete,Incomplete,Successful,Successful
3797766,09/26/2018 12:00:00 AM,Complex,Lead Auto Mechanic,8721 - Region 2 Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
22215735,,Complex,Port Of Entry Inspector,8149 - POE Peerless,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
3521637,,Complex,Lead Electronic Technical Specialist,8384 - tmd signal operations,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
5100246,,Complex,Port Of Entry Inspector,8142 - POE Perry,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
3080241,,Complex,Financial Analyst III,8130 - Comptroller,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
5364171,,Complex,Executive Secretary,8205 - Contract Construction,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
4782105,,Complex,Electronic Technical Specialist II,8382 - tmd system maintenance,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
3595887,,Region 2,Electronic Technical Specialist II,2161 - Reg 2 Signals,0,0,0,0.5,0.0625,Incomplete,Not Assigned,Not Assigned,Not Assigned
